R_日期,DR001,DR007,R001,Unnamed: 4,R007_日期,R007,Unnamed: 7,FR007_日期,FR007,Unnamed: 10,GC_日期,GC001:收盘价,GC007:收盘价,Unnamed: 14,货币日期,中国:公开市场操作:货币净投放,中国:公开市场操作:货币投放,中国:公开市场操作:货币回笼
2022-11-16,1.9386,2.015,2.0427,,2022-11-16,2.1063,,2022-11-16,2.0313,,2022-11-16,1.505,1.6,,2022-11-18,90.0,210.0,120.0
2022-11-15,1.8493,1.9429,1.9554,,2022-11-15,2.0493,,2022-11-15,2.0,,2022-11-15,1.53,1.615,,2022-11-17,1230.0,1320.0,90.0
2022-11-14,1.6544,1.8403,1.7149,,2022-11-14,1.8653,,2022-11-14,1.85,,2022-11-14,1.535,1.63,,2022-11-16,630.0,710.0,80.0
2022-11-11,1.6956,1.822,1.7523,,2022-11-11,1.8485,,2022-11-11,1.85,,2022-11-11,1.59,1.645,,2022-11-15,1700.0,1720.0,20.0
2022-11-10,1.8135,1.8861,1.8926,,2022-11-10,1.9037,,2022-11-10,1.9,,2022-11-10,1.61,1.62,,2022-11-14,30.0,50.0,20.0
2022-11-09,1.7969,1.8517,1.9116,,2022-11-09,1.9744,,2022-11-09,1.91,,2022-11-09,1.47,1.595,,2022-11-11,90.0,120.0,30.0
2022-11-08,1.7458,1.8193,1.8816,,2022-11-08,1.9299,,2022-11-08,1.84,,2022-11-08,1.62,1.67,,2022-11-10,20.0,90.0,70.0
2022-11-07,1.6241,1.7403,1.7199,,2022-11-07,1.7269,,2022-11-07,1.75,,2022-11-07,1.77,1.77,,2022-11-09,-100.0,80.0,180.0
2022-11-04,1.3901,1.6371,1.4741,,2022-11-04,1.6792,,2022-11-04,1.68,,2022-11-04,2.315,1.88,,2022-11-08,-130.0,20.0,150.0
2022-11-03,1.3323,1.6006,1.415,,2022-11-03,1.6595,,2022-11-03,1.65,,2022-11-03,3.18,3.21,,2022-11-07,-680.0,20.0,700.0
2022-11-02,1.7244,1.7104,1.7986,,2022-11-02,1.7872,,2022-11-02,1.8,,2022-11-02,3.465,3.41,,2022-11-04,-870.0,30.0,900.0
2022-11-01,1.8199,1.7373,1.9919,,2022-11-01,1.9347,,2022-11-01,1.85,,2022-11-01,2.56,2.995,,2022-11-03,-2330.0,70.0,2400.0
2022-10-31,1.7633,1.9442,2.0646,,2022-10-31,1.9912,,2022-10-31,1.94,,2022-10-31,2.245,3.095,,2022-11-02,-2620.0,180.0,2800.0
2022-10-28,1.3229,1.9658,1.418,,2022-10-28,1.98,,2022-10-28,1.99,,2022-10-28,2.07,2.83,,2022-11-01,-2150.0,150.0,2300.0
2022-10-27,1.7297,2.0229,1.8472,,2022-10-27,2.2025,,2022-10-27,2.2,,2022-10-27,1.865,2.495,,2022-10-31,600.0,750.0,150.0
2022-10-26,1.7761,2.0226,1.9731,,2022-10-26,2.3993,,2022-10-26,2.2,,2022-10-26,1.725,1.77,,2022-10-28,880.0,900.0,20.0
2022-10-25,1.7899,1.9195,2.1241,,2022-10-25,2.6726,,2022-10-25,2.2,,2022-10-25,1.725,1.75,,2022-10-27,2380.0,2400.0,20.0
2022-10-24,1.4148,1.7077,1.5786,,2022-10-24,1.7588,,2022-10-24,1.71,,2022-10-24,1.71,1.785,,2022-10-26,2780.0,2800.0,20.0
2022-10-21,1.2376,1.6726,1.35,,2022-10-21,1.6755,,2022-10-21,1.67,,2022-10-21,1.705,1.775,,2022-10-25,2280.0,2300.0,20.0
2022-10-20,1.1575,1.5186,1.2574,,2022-10-20,1.6284,,2022-10-20,1.6,,2022-10-20,1.75,1.735,,2022-10-24,80.0,100.0,20.0
2022-10-19,1.1156,1.5057,1.2147,,2022-10-19,1.6243,,2022-10-19,1.58,,2022-10-19,1.575,1.61,,2022-10-21,0.0,20.0,20.0
2022-10-18,1.1176,1.4796,1.2191,,2022-10-18,1.6023,,2022-10-18,1.5249,,2022-10-18,1.615,1.63,,2022-10-20,0.0,20.0,20.0
2022-10-17,1.1439,1.4647,1.2503,,2022-10-17,1.5906,,2022-10-17,1.55,,2022-10-17,1.62,1.625,,2022-10-19,0.0,20.0,20.0
2022-10-14,1.1315,1.4751,1.2256,,2022-10-14,1.6123,,2022-10-14,1.6,,2022-10-14,1.61,1.61,,2022-10-18,0.0,20.0,20.0
2022-10-13,1.1642,1.5651,1.27,,2022-10-13,1.6582,,2022-10-13,1.62,,2022-10-13,1.515,1.58,,2022-10-17,-190.0,20.0,210.0
2022-10-12,1.1548,1.5226,1.2524,,2022-10-12,1.6802,,2022-10-12,1.61,,2022-10-12,1.575,1.595,,2022-10-14,-560.0,20.0,580.0
2022-10-11,1.1747,1.5034,1.2755,,2022-10-11,1.6929,,2022-10-11,1.6,,2022-10-11,1.59,1.61,,2022-10-13,-750.0,20.0,770.0
2022-10-10,1.105,1.4066,1.2016,,2022-10-10,1.5987,,2022-10-10,1.5401,,2022-10-10,1.58,1.61,,2022-10-12,-650.0,20.0,670.0
2022-10-09,1.0655,1.4132,1.1156,,2022-10-09,1.4583,,2022-10-09,1.4,,2022-10-09,1.695,1.63,,2022-10-11,-600.0,20.0,620.0
2022-10-08,1.6339,1.5412,1.653,,2022-10-08,1.6526,,2022-10-08,1.65,,2022-10-08,1.705,1.65,,2022-10-10,-910.0,20.0,930.0
2022-09-30,2.019,2.0919,2.0613,,2022-09-30,2.1751,,2022-09-30,2.06,,2022-09-30,1.745,1.62,,2022-10-09,20.0,20.0,0.0
2022-09-29,0.9064,2.1321,1.0548,,2022-09-29,2.2964,,2022-09-29,2.06,,2022-09-29,1.895,1.71,,2022-10-08,-5940.0,170.0,6110.0
2022-09-28,1.2569,1.6717,1.3496,,2022-09-28,1.8653,,2022-09-28,1.6854,,2022-09-28,1.68,1.765,,2022-09-30,1840.0,1860.0,20.0
2022-09-27,1.3842,1.6931,1.4742,,2022-09-27,1.8493,,2022-09-27,1.45,,2022-09-27,1.665,1.795,,2022-09-29,1800.0,1870.0,70.0
2022-09-26,1.4221,1.8179,1.4989,,2022-09-26,1.794,,2022-09-26,1.79,,2022-09-26,1.565,1.78,,2022-09-28,1980.0,2000.0,20.0
2022-09-23,1.4566,1.5554,1.5318,,2022-09-23,1.6611,,2022-09-23,1.55,,2022-09-23,1.615,1.71,,2022-09-27,1730.0,1750.0,20.0
2022-09-22,1.456,1.5962,1.5331,,2022-09-22,1.7001,,2022-09-22,1.65,,2022-09-22,1.635,1.625,,2022-09-26,1330.0,1350.0,20.0
2022-09-21,1.4638,1.6748,1.5361,,2022-09-21,1.7476,,2022-09-21,1.74,,2022-09-21,1.625,1.62,,2022-09-23,210.0,230.0,20.0
2022-09-20,1.4431,1.6626,1.5267,,2022-09-20,1.7812,,2022-09-20,1.75,,2022-09-20,1.615,1.595,,2022-09-22,160.0,180.0,20.0
2022-09-19,1.4044,1.673,1.492,,2022-09-19,1.7182,,2022-09-19,1.7,,2022-09-19,1.55,1.575,,2022-09-21,190.0,210.0,20.0
2022-09-16,1.2955,1.6097,1.3775,,2022-09-16,1.6631,,2022-09-16,1.63,,2022-09-16,1.68,1.635,,2022-09-20,240.0,260.0,20.0
2022-09-15,1.2243,1.5116,1.3072,,2022-09-15,1.6266,,2022-09-15,1.6,,2022-09-15,1.595,1.54,,2022-09-19,120.0,120.0,0.0
2022-09-14,1.1666,1.5113,1.2564,,2022-09-14,1.6156,,2022-09-14,1.6,,2022-09-14,1.455,1.47,,2022-09-16,0.0,20.0,20.0
2022-09-13,1.169,1.4522,1.2547,,2022-09-13,1.5907,,2022-09-13,1.55,,2022-09-13,1.44,1.52,,2022-09-15,0.0,20.0,20.0
2022-09-09,1.1702,1.4454,1.2532,,2022-09-09,1.572,,2022-09-09,1.55,,2022-09-09,1.485,1.515,,2022-09-14,0.0,20.0,20.0
2022-09-08,1.1589,1.4538,1.2429,,2022-09-08,1.5666,,2022-09-08,1.5,,2022-09-08,1.55,1.54,,2022-09-13,-20.0,20.0,40.0
2022-09-07,1.1154,1.4528,1.2017,,2022-09-07,1.5563,,2022-09-07,1.51,,2022-09-07,1.515,1.535,,2022-09-09,0.0,20.0,20.0
2022-09-06,1.0709,1.4015,1.1639,,2022-09-06,1.5385,,2022-09-06,1.5,,2022-09-06,1.495,1.535,,2022-09-08,0.0,20.0,20.0
2022-09-05,1.032,1.3501,1.1267,,2022-09-05,1.5517,,2022-09-05,1.5,,2022-09-05,1.525,1.565,,2022-09-07,0.0,20.0,20.0
2022-09-02,1.155,1.4314,1.2486,,2022-09-02,1.5833,,2022-09-02,1.5199,,2022-09-02,1.45,1.515,,2022-09-06,0.0,20.0,20.0
2022-09-01,1.4768,1.4255,1.5627,,2022-09-01,1.5602,,2022-09-01,1.5,,2022-09-01,1.59,1.58,,2022-09-05,0.0,20.0,20.0
2022-08-31,1.4322,1.717,1.6316,,2022-08-31,1.6932,,2022-08-31,1.7,,2022-08-31,1.67,1.61,,2022-09-02,0.0,20.0,20.0
2022-08-30,1.1159,1.6584,1.2176,,2022-08-30,1.7868,,2022-08-30,1.75,,2022-08-30,1.67,1.61,,2022-09-01,0.0,20.0,20.0
2022-08-29,1.222,1.6159,1.3097,,2022-08-29,1.791,,2022-08-29,1.8,,2022-08-29,1.75,1.62,,2022-08-31,0.0,20.0,20.0
2022-08-26,1.2492,1.7067,1.3423,,2022-08-26,1.7981,,2022-08-26,1.8,,2022-08-26,1.78,1.725,,2022-08-30,0.0,70.0,70.0
2022-08-25,1.1583,1.4512,1.2534,,2022-08-25,1.712,,2022-08-25,1.7,,2022-08-25,1.545,1.65,,2022-08-29,0.0,20.0,20.0
2022-08-24,1.1218,1.3747,1.2099,,2022-08-24,1.5198,,2022-08-24,1.45,,2022-08-24,1.47,1.655,,2022-08-26,0.0,20.0,20.0
2022-08-23,1.1073,1.3864,1.195,,2022-08-23,1.5335,,2022-08-23,1.45,,2022-08-23,1.55,1.81,,2022-08-25,0.0,20.0,20.0
2022-08-22,1.1381,1.3807,1.2264,,2022-08-22,1.557,,2022-08-22,1.5,,2022-08-22,1.61,1.715,,2022-08-24,0.0,20.0,20.0
2022-08-19,1.2065,1.4391,1.2955,,2022-08-19,1.5608,,2022-08-19,1.5,,2022-08-19,1.555,1.615,,2022-08-23,0.0,20.0,20.0
2022-08-18,1.1885,1.4193,1.289,,2022-08-18,1.5685,,2022-08-18,1.5,,2022-08-18,1.65,1.655,,2022-08-22,0.0,20.0,20.0
2022-08-17,1.1426,1.4146,1.2435,,2022-08-17,1.5624,,2022-08-17,1.5,,2022-08-17,1.625,1.645,,2022-08-19,0.0,20.0,20.0
2022-08-16,1.0793,1.3192,1.1672,,2022-08-16,1.477,,2022-08-16,1.4,,2022-08-16,1.62,1.655,,2022-08-18,0.0,20.0,20.0
2022-08-15,1.0417,1.335,1.1274,,2022-08-15,1.4695,,2022-08-15,1.41,,2022-08-15,1.515,1.57,,2022-08-17,0.0,20.0,20.0
2022-08-12,1.0432,1.3486,1.1268,,2022-08-12,1.4511,,2022-08-12,1.45,,2022-08-12,1.4,1.56,,2022-08-16,0.0,20.0,20.0
2022-08-11,1.027,1.3315,1.1174,,2022-08-11,1.463,,2022-08-11,1.4,,2022-08-11,1.535,1.62,,2022-08-15,0.0,20.0,20.0
2022-08-10,1.0675,1.3721,1.1567,,2022-08-10,1.4821,,2022-08-10,1.4,,2022-08-10,1.54,1.64,,2022-08-12,0.0,20.0,20.0
2022-08-09,1.0221,1.3278,1.114,,2022-08-09,1.4509,,2022-08-09,1.3737,,2022-08-09,1.565,1.655,,2022-08-11,0.0,20.0,20.0
2022-08-08,1.0137,1.285,1.1038,,2022-08-08,1.4457,,2022-08-08,1.37,,2022-08-08,1.56,1.64,,2022-08-10,0.0,20.0,20.0
2022-08-05,1.0172,1.2963,1.1048,,2022-08-05,1.4368,,2022-08-05,1.4,,2022-08-05,1.585,1.64,,2022-08-09,0.0,20.0,20.0
2022-08-04,1.0212,1.2953,1.1115,,2022-08-04,1.4609,,2022-08-04,1.4,,2022-08-04,1.68,1.695,,2022-08-08,0.0,20.0,20.0
2022-08-03,1.0214,1.3,1.1114,,2022-08-03,1.4688,,2022-08-03,1.4,,2022-08-03,1.815,1.82,,2022-08-05,0.0,20.0,20.0
2022-08-02,1.0667,1.3862,1.1601,,2022-08-02,1.5337,,2022-08-02,1.5,,2022-08-02,2.08,1.95,,2022-08-04,0.0,20.0,20.0
2022-08-01,1.1706,1.4305,1.2661,,2022-08-01,1.571,,2022-08-01,1.55,,2022-08-01,2.375,1.94,,2022-08-03,0.0,20.0,20.0
2022-07-29,1.2724,1.6329,1.4373,,2022-07-29,1.7035,,2022-07-29,1.65,,2022-07-29,3.435,2.69,,2022-08-02,-30.0,20.0,50.0
2022-07-28,1.0106,1.5283,1.1098,,2022-07-28,1.6673,,2022-07-28,1.7,,2022-07-28,5.335,2.75,,2022-08-01,-30.0,20.0,50.0
2022-07-27,1.0029,1.5498,1.0881,,2022-07-27,1.6884,,2022-07-27,1.7,,2022-07-27,2.625,2.62,,2022-07-29,-10.0,70.0,80.0
2022-07-26,1.0163,1.5766,1.1053,,2022-07-26,1.7363,,2022-07-26,1.75,,2022-07-26,2.15,2.565,,2022-07-28,-10.0,20.0,30.0
2022-07-25,1.0671,1.5173,1.1554,,2022-07-25,1.789,,2022-07-25,1.8,,2022-07-25,1.92,2.46,,2022-07-27,-10.0,20.0,30.0
2022-07-22,1.1874,1.4826,1.2672,,2022-07-22,1.5669,,2022-07-22,1.55,,2022-07-22,1.75,2.39,,2022-07-26,-20.0,50.0,70.0
2022-07-21,1.2477,1.5236,1.3293,,2022-07-21,1.6209,,2022-07-21,1.6,,2022-07-21,1.75,1.805,,2022-07-25,-70.0,50.0,120.0
2022-07-20,1.2709,1.5677,1.3558,,2022-07-20,1.6275,,2022-07-20,1.6,,2022-07-20,1.755,1.79,,2022-07-22,0.0,30.0,30.0
2022-07-19,1.2498,1.5482,1.3297,,2022-07-19,1.6251,,2022-07-19,1.6,,2022-07-19,1.76,1.805,,2022-07-21,0.0,30.0,30.0
2022-07-18,1.2224,1.5967,1.2956,,2022-07-18,1.6355,,2022-07-18,1.6103,,2022-07-18,1.79,1.76,,2022-07-20,0.0,30.0,30.0
2022-07-15,1.2128,1.5602,1.2812,,2022-07-15,1.5871,,2022-07-15,1.57,,2022-07-15,1.67,1.735,,2022-07-19,40.0,70.0,30.0
2022-07-14,1.1695,1.535,1.2564,,2022-07-14,1.6141,,2022-07-14,1.6,,2022-07-14,1.76,1.74,,2022-07-18,90.0,120.0,30.0
2022-07-13,1.2129,1.5464,1.2912,,2022-07-13,1.6294,,2022-07-13,1.59,,2022-07-13,1.655,1.665,,2022-07-15,0.0,30.0,30.0
2022-07-12,1.2063,1.5399,1.2872,,2022-07-12,1.6363,,2022-07-12,1.6,,2022-07-12,1.625,1.68,,2022-07-14,0.0,30.0,30.0
2022-07-11,1.2199,1.5504,1.2944,,2022-07-11,1.6262,,2022-07-11,1.6,,2022-07-11,1.625,1.65,,2022-07-13,0.0,30.0,30.0
2022-07-08,1.213,1.5542,1.2831,,2022-07-08,1.616,,2022-07-08,1.6,,2022-07-08,1.535,1.66,,2022-07-12,0.0,30.0,30.0
2022-07-07,1.2126,1.5643,1.2914,,2022-07-07,1.6543,,2022-07-07,1.65,,2022-07-07,1.705,1.72,,2022-07-11,0.0,30.0,30.0
2022-07-06,1.1962,1.5577,1.2756,,2022-07-06,1.7054,,2022-07-06,1.7,,2022-07-06,1.755,1.77,,2022-07-08,-70.0,30.0,100.0
2022-07-05,1.3418,1.5703,1.4256,,2022-07-05,1.7175,,2022-07-05,1.7,,2022-07-05,1.79,1.78,,2022-07-07,-770.0,30.0,800.0
2022-07-04,1.4046,1.5735,1.4783,,2022-07-04,1.7004,,2022-07-04,1.6,,2022-07-04,1.745,1.735,,2022-07-06,-970.0,30.0,1000.0
2022-07-01,1.4208,1.6748,1.5046,,2022-07-01,1.7633,,2022-07-01,1.75,,2022-07-01,1.67,1.7,,2022-07-05,-1070.0,30.0,1100.0
2022-06-30,1.9306,2.2914,3.0244,,2022-06-30,2.7078,,2022-06-30,2.5,,2022-06-30,1.785,1.735,,2022-07-04,-970.0,30.0,1000.0
2022-06-29,1.3482,2.0565,1.4726,,2022-06-29,2.4861,,2022-06-29,2.5,,2022-06-29,1.85,1.86,,2022-07-01,-500.0,100.0,600.0
2022-06-28,1.4267,1.9698,1.4989,,2022-06-28,2.3831,,2022-06-28,2.5,,2022-06-28,1.68,1.835,,2022-06-30,700.0,800.0,100.0
2022-06-27,1.4325,1.9536,1.499,,2022-06-27,2.3592,,2022-06-27,2.5,,2022-06-27,1.56,1.875,,2022-06-29,900.0,1050.0,150.0
2022-06-24,1.4293,1.7978,1.4925,,2022-06-24,2.2478,,2022-06-24,2.5,,2022-06-24,1.635,1.91,,2022-06-28,1000.0,1100.0,100.0
2022-06-23,1.4335,1.6135,1.5002,,2022-06-23,1.7263,,2022-06-23,1.65,,2022-06-23,1.67,1.82,,2022-06-27,900.0,1000.0,100.0
2022-06-22,1.4379,1.6922,1.5029,,2022-06-22,1.7578,,2022-06-22,1.7373,,2022-06-22,1.69,1.74,,2022-06-24,500.0,600.0,100.0
2022-06-21,1.4395,1.7037,1.5021,,2022-06-21,1.7662,,2022-06-21,1.75,,2022-06-21,1.725,1.745,,2022-06-23,0.0,100.0,100.0
2022-06-20,1.4203,1.7042,1.4776,,2022-06-20,1.7221,,2022-06-20,1.7,,2022-06-20,1.595,1.745,,2022-06-22,0.0,100.0,100.0
2022-06-17,1.4155,1.6584,1.4717,,2022-06-17,1.7047,,2022-06-17,1.7,,2022-06-17,1.595,1.72,,2022-06-21,0.0,100.0,100.0
2022-06-16,1.4106,1.6148,1.4694,,2022-06-16,1.6824,,2022-06-16,1.65,,2022-06-16,1.6,1.73,,2022-06-20,0.0,100.0,100.0
2022-06-15,1.4116,1.6162,1.4674,,2022-06-15,1.6524,,2022-06-15,1.63,,2022-06-15,1.67,1.735,,2022-06-17,0.0,100.0,100.0
2022-06-14,1.4059,1.5942,1.4641,,2022-06-14,1.6506,,2022-06-14,1.63,,2022-06-14,1.565,1.685,,2022-06-16,0.0,100.0,100.0
2022-06-13,1.4059,1.597,1.4598,,2022-06-13,1.6553,,2022-06-13,1.65,,2022-06-13,1.45,1.63,,2022-06-15,0.0,100.0,100.0
2022-06-10,1.3971,1.5728,1.4492,,2022-06-10,1.6326,,2022-06-10,1.62,,2022-06-10,1.505,1.68,,2022-06-14,0.0,100.0,100.0
2022-06-09,1.4092,1.6154,1.466,,2022-06-09,1.6663,,2022-06-09,1.65,,2022-06-09,1.49,1.685,,2022-06-13,0.0,100.0,100.0
2022-06-08,1.415,1.6218,1.4709,,2022-06-08,1.6721,,2022-06-08,1.65,,2022-06-08,1.655,1.775,,2022-06-10,100.0,100.0,0.0
2022-06-07,1.4148,1.6225,1.4726,,2022-06-07,1.6897,,2022-06-07,1.65,,2022-06-07,1.825,1.865,,2022-06-09,0.0,100.0,100.0
2022-06-06,1.4408,1.6479,1.5043,,2022-06-06,1.6864,,2022-06-06,1.68,,2022-06-06,1.82,1.93,,2022-06-08,0.0,100.0,100.0
2022-06-02,1.4233,1.6274,1.4831,,2022-06-02,1.674,,2022-06-02,1.65,,2022-06-02,1.7,1.775,,2022-06-07,0.0,100.0,100.0
2022-06-01,1.4077,1.5889,1.4731,,2022-06-01,1.6861,,2022-06-01,1.64,,2022-06-01,1.575,1.77,,2022-06-06,-100.0,100.0,200.0
2022-05-31,1.5684,1.8406,1.6992,,2022-05-31,1.8408,,2022-05-31,1.86,,2022-05-31,1.81,2.075,,2022-06-02,0.0,100.0,100.0
2022-05-30,1.3939,1.7894,1.463,,2022-05-30,1.8823,,2022-05-30,1.85,,2022-05-30,1.68,1.99,,2022-06-01,0.0,100.0,100.0
2022-05-27,1.375,1.7138,1.4359,,2022-05-27,1.8246,,2022-05-27,1.85,,2022-05-27,1.68,2.01,,2022-05-31,0.0,100.0,100.0
2022-05-26,1.3598,1.6686,1.4263,,2022-05-26,1.8791,,2022-05-26,1.87,,2022-05-26,1.68,2.005,,2022-05-30,0.0,150.0,150.0
2022-05-25,1.3451,1.697,1.4107,,2022-05-25,1.8656,,2022-05-25,1.82,,2022-05-25,1.55,1.695,,2022-05-27,0.0,100.0,100.0
2022-05-24,1.328,1.5435,1.3935,,2022-05-24,1.6566,,2022-05-24,1.64,,2022-05-24,1.585,1.785,,2022-05-26,0.0,100.0,100.0
2022-05-23,1.3214,1.5796,1.3845,,2022-05-23,1.6675,,2022-05-23,1.6,,2022-05-23,1.635,1.785,,2022-05-25,0.0,100.0,100.0
2022-05-20,1.3209,1.5839,1.3835,,2022-05-20,1.686,,2022-05-20,1.65,,2022-05-20,1.73,1.92,,2022-05-24,0.0,100.0,100.0
2022-05-19,1.3952,1.5848,1.4648,,2022-05-19,1.6781,,2022-05-19,1.6,,2022-05-19,1.71,1.875,,2022-05-23,0.0,100.0,100.0
2022-05-18,1.3267,1.555,1.3894,,2022-05-18,1.665,,2022-05-18,1.62,,2022-05-18,1.685,1.82,,2022-05-20,0.0,100.0,100.0
2022-05-17,1.3221,1.5257,1.3832,,2022-05-17,1.6555,,2022-05-17,1.6,,2022-05-17,1.7,1.99,,2022-05-19,0.0,100.0,100.0
2022-05-16,1.3108,1.5849,1.3696,,2022-05-16,1.6508,,2022-05-16,1.65,,2022-05-16,1.725,1.99,,2022-05-18,0.0,100.0,100.0
2022-05-13,1.3115,1.5496,1.3711,,2022-05-13,1.6313,,2022-05-13,1.6,,2022-05-13,1.8,1.985,,2022-05-17,0.0,100.0,100.0
2022-05-12,1.3078,1.5735,1.3697,,2022-05-12,1.6464,,2022-05-12,1.6,,2022-05-12,1.865,2.055,,2022-05-16,-100.0,100.0,200.0
2022-05-11,1.3189,1.5581,1.3816,,2022-05-11,1.6573,,2022-05-11,1.65,,2022-05-11,1.87,2.02,,2022-05-13,0.0,100.0,100.0
2022-05-10,1.3033,1.5366,1.3635,,2022-05-10,1.7104,,2022-05-10,1.65,,2022-05-10,2.245,2.23,,2022-05-12,0.0,100.0,100.0
2022-05-09,1.3031,1.6499,1.3644,,2022-05-09,1.8036,,2022-05-09,1.78,,2022-05-09,2.315,2.305,,2022-05-11,100.0,100.0,0.0
2022-05-07,1.2887,1.5509,1.3006,,2022-05-07,1.6434,,2022-05-07,1.6,,2022-05-07,2.385,2.59,,2022-05-10,100.0,100.0,0.0
2022-05-06,1.3275,1.6492,1.3414,,2022-05-06,1.8286,,2022-05-06,1.8314,,2022-05-06,5.21,3.66,,2022-05-09,100.0,100.0,0.0
2022-05-05,1.7391,1.8454,1.8049,,2022-05-05,1.8754,,2022-05-05,1.8568,,2022-05-05,3.375,3.685,,2022-05-07,100.0,100.0,0.0
2022-04-29,1.7882,2.0053,1.875,,2022-04-29,2.0304,,2022-04-29,2.02,,2022-04-29,2.76,3.6,,2022-05-06,0.0,100.0,100.0
2022-04-28,1.2938,1.9023,1.3639,,2022-04-28,2.0467,,2022-04-28,2.0,,2022-04-28,2.33,3.245,,2022-05-05,-400.0,100.0,500.0
2022-04-27,1.3007,1.6658,1.3684,,2022-04-27,1.9135,,2022-04-27,2.0,,2022-04-27,2.185,3.11,,2022-04-29,0.0,150.0,150.0
2022-04-26,1.3063,1.6111,1.3711,,2022-04-26,1.8798,,2022-04-26,1.9,,2022-04-26,2.185,2.335,,2022-04-28,0.0,100.0,100.0
2022-04-25,1.3056,1.6323,1.3656,,2022-04-25,1.9089,,2022-04-25,1.75,,2022-04-25,2.085,2.27,,2022-04-27,0.0,100.0,100.0
2022-04-24,1.3026,1.7518,1.3131,,2022-04-24,1.7786,,2022-04-24,1.8,,2022-04-24,2.11,2.31,,2022-04-26,0.0,100.0,100.0
2022-04-22,1.258,1.5401,1.2696,,2022-04-22,1.7185,,2022-04-22,1.7,,2022-04-22,2.06,2.265,,2022-04-25,0.0,100.0,100.0
2022-04-21,1.2891,1.7018,1.3529,,2022-04-21,1.7979,,2022-04-21,1.77,,2022-04-21,1.975,2.235,,2022-04-24,100.0,100.0,0.0
2022-04-20,1.3028,1.7857,1.3599,,2022-04-20,1.8446,,2022-04-20,1.85,,2022-04-20,2.085,2.29,,2022-04-22,0.0,100.0,100.0
2022-04-19,1.2947,1.7357,1.3513,,2022-04-19,1.8699,,2022-04-19,1.85,,2022-04-19,2.075,2.33,,2022-04-21,0.0,100.0,100.0
2022-04-18,1.3818,1.7921,1.4408,,2022-04-18,1.9049,,2022-04-18,1.9,,2022-04-18,2.23,2.37,,2022-04-20,0.0,100.0,100.0
2022-04-15,1.3444,1.7295,1.3996,,2022-04-15,1.8744,,2022-04-15,1.86,,2022-04-15,2.165,2.23,,2022-04-19,-100.0,100.0,200.0
2022-04-14,1.5096,1.8605,1.5754,,2022-04-14,1.9655,,2022-04-14,1.95,,2022-04-14,2.075,2.165,,2022-04-18,0.0,100.0,100.0
2022-04-13,1.6403,1.915,1.6912,,2022-04-13,1.991,,2022-04-13,1.96,,2022-04-13,2.08,2.145,,2022-04-15,0.0,100.0,100.0
2022-04-12,1.7511,1.9728,1.8058,,2022-04-12,2.0064,,2022-04-12,2.0,,2022-04-12,1.935,2.11,,2022-04-14,0.0,100.0,100.0
2022-04-11,1.8395,1.9075,1.8912,,2022-04-11,2.0123,,2022-04-11,2.0,,2022-04-11,1.915,2.14,,2022-04-13,0.0,100.0,100.0
2022-04-08,1.7353,1.9397,1.786,,2022-04-08,2.0127,,2022-04-08,2.0,,2022-04-08,1.835,2.035,,2022-04-12,200.0,200.0,0.0
2022-04-07,1.8131,2.0223,1.8729,,2022-04-07,2.1368,,2022-04-07,2.1,,2022-04-07,1.845,2.07,,2022-04-11,0.0,100.0,100.0
2022-04-06,1.8282,1.9733,1.8874,,2022-04-06,2.1756,,2022-04-06,2.1,,2022-04-06,2.165,2.19,,2022-04-08,0.0,100.0,100.0
2022-04-02,1.2857,1.7927,1.3027,,2022-04-02,1.8321,,2022-04-02,1.82,,2022-04-02,2.305,2.24,,2022-04-07,-1400.0,100.0,1500.0
2022-04-01,1.6122,1.9607,1.6312,,2022-04-01,2.1615,,2022-04-01,2.1,,2022-04-01,2.82,2.395,,2022-04-06,-4400.0,100.0,4500.0
2022-03-31,1.9489,2.2449,2.5051,,2022-03-31,2.7457,,2022-03-31,2.525,,2022-03-31,3.03,2.5,,2022-04-02,100.0,100.0,0.0
2022-03-30,1.5033,2.2284,1.6049,,2022-03-30,3.1266,,2022-03-30,3.1,,2022-03-30,2.55,2.54,,2022-04-01,-900.0,100.0,1000.0
2022-03-29,1.6931,2.1816,1.7672,,2022-03-29,3.1069,,2022-03-29,3.1,,2022-03-29,2.38,2.46,,2022-03-31,1300.0,1500.0,200.0
2022-03-28,1.903,2.1891,1.9731,,2022-03-28,3.0039,,2022-03-28,2.41,,2022-03-28,2.185,2.41,,2022-03-30,1300.0,1500.0,200.0
2022-03-25,1.9796,2.216,2.0366,,2022-03-25,2.8835,,2022-03-25,2.6,,2022-03-25,2.095,2.37,,2022-03-29,1300.0,1550.0,250.0
2022-03-24,2.006,2.0366,2.0614,,2022-03-24,2.1769,,2022-03-24,2.09,,2022-03-24,2.045,2.165,,2022-03-28,1200.0,1500.0,300.0
2022-03-23,2.0008,2.0551,2.0525,,2022-03-23,2.2106,,2022-03-23,2.15,,2022-03-23,1.95,2.055,,2022-03-25,700.0,1000.0,300.0
2022-03-22,1.9504,2.0564,2.0007,,2022-03-22,2.2139,,2022-03-22,2.18,,2022-03-22,1.96,2.05,,2022-03-24,-600.0,200.0,800.0
2022-03-21,1.9964,2.0949,2.0532,,2022-03-21,2.224,,2022-03-21,2.17,,2022-03-21,1.915,2.045,,2022-03-23,100.0,200.0,100.0
