date,macro_day__总发行量(亿元),macro_day__发行只数,macro_day__总偿还量(亿元),macro_day__净融资额(亿元),macro_day__到期偿还量(亿元),macro_day__到期只数,macro_day__提前兑付量(亿元),macro_day__提前兑付只数,macro_day__回售量(亿元),macro_day__回售只数,macro_day__赎回量(亿元),macro_day__赎回只数,macro_day__现金要约金额(亿元),macro_day__现金要约只数,macro_week__中国:日均产量:粗钢,macro_week__唐山:高炉开工率,macro_week__中国:江浙地区:开工率:涤纶长丝:下游织机,macro_week__中国:开工率:汽车轮胎(全钢胎),macro_week__中国:开工率:汽车轮胎(半钢胎),macro_week__义乌中国小商品指数:总价格指数,"macro_week__中国:日均销量(当周,厂家零售):乘用车",macro_week__中国:票房收入:电影,macro_week__中国:30大中城市:成交面积:商品房,macro_week__中国:100大中城市:成交土地占地面积:当周值,macro_week__中国:开工率:石油沥青装置,macro_week__中国:水泥价格指数,macro_week__中国出口集装箱运价指数:综合指数,macro_week__上海出口集装箱运价指数:综合指数,macro_week__波罗的海货运指数,macro_week__中国食用农产品价格指数,macro_week__中国:平均批发价:猪肉,macro_week__中国:生产资料价格指数,macro_week__期货结算价(连续):布伦特原油,omo_net,omo_inject,omo_withdraw,lpr_1y,lpr_5y,gov_net_financing,net_financing_total,dr001,dr007,r001,r007,fr007,gc001,gc007,spread_r007_dr007,spread_gc007_r007,spread_fr007_r007,label__liquidity__dr001__t+20,label__liquidity__dr007__t+20,label__liquidity__r001__t+20,label__liquidity__r007__t+20,label__liquidity__fr007__t+20,label__liquidity__gc001__t+20,label__liquidity__gc007__t+20,label__liquidity__spread_r007_dr007__t+20,label__liquidity__spread_gc007_r007__t+20,label__liquidity__spread_fr007_r007__t+20
2023-09-04,130.0,2,1932.5,-1802.5,1932.5,4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,5123.91,23.38,0.0,0.0,108.08,0.0,0.0,0.0,0.0,22.74,0.0,89.0,-3710.0,140.0,3850.0,3.45,4.2,,-1802.5,1.5176,1.7436,1.6151,1.9056,1.86,1.95,1.945,0.1619999999999999,0.0394000000000001,-0.0455999999999998,1.5994,1.7577,1.6268,1.8022,1.8,1.905,2.025,0.0444999999999999,0.2227999999999999,-0.0021999999999999
2023-09-05,280.0,5,1108.5,-828.5,1108.5,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,4628.77,28.55,0.0,0.0,107.35,0.0,0.0,0.0,0.0,22.57,0.0,90.04,-3560.0,260.0,3820.0,3.45,4.2,,-828.5,1.3932,1.7411,1.5051,1.8627,1.85,1.99,1.96,0.1215999999999999,0.0972999999999999,-0.0126999999999999,1.7264,1.8074,1.8197,2.017,2.01,1.865,1.98,0.2096,-0.0369999999999999,-0.0070000000000001
2023-09-06,1790.0,7,0.0,1790.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,4239.74,27.98,0.0,49.3,106.91,0.0,0.0,0.0,0.0,22.42,0.0,90.6,1210.0,3300.0,2090.0,3.45,4.2,,1790.0,1.5082,1.8251,1.6118,1.8815,1.88,1.865,1.93,0.0564,0.0484999999999999,-0.0015,1.8266,1.8684,1.9216,2.1172,2.05,1.875,2.04,0.2487999999999999,-0.0771999999999999,-0.0672000000000001
2023-09-07,320.0,8,636.0,-316.0,636.0,3,0,0,0,0,0,0,0,0,0.0,0.0,65.29,64.77,72.2,0.0,0,3966.42,26.57,0.0,0.0,106.04,0.0,0.0,0.0,0.0,22.35,0.0,89.92,2620.0,3630.0,1010.0,3.45,4.2,,-316.0,1.8333,1.9508,1.9345,2.024,2.0,1.92,1.94,0.0731999999999999,-0.084,-0.024,1.8598,1.9247,1.9539,2.1302,2.14,1.93,2.065,0.2054999999999998,-0.0651999999999999,0.0098000000000002
2023-09-08,910.0,4,34.0,876.0,34.0,1,0,0,0,0,0,0,0,0,0.0,93.53,0.0,0.0,0.0,0.0,0,5706.63,29.78,0.0,0.0,105.45,890.34,999.25,1455.0,111.25,22.44,109.1,90.65,2030.0,2150.0,120.0,3.45,4.2,,876.0,1.8996,1.8625,1.9871,2.0351,2.0,1.94,1.995,0.1725999999999998,-0.0400999999999998,-0.0350999999999999,1.7972,1.9525,1.8941,2.1093,2.1,2.055,2.205,0.1568000000000002,0.0956999999999999,-0.0093
2023-09-11,120.0,2,501.6,-381.6,501.6,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,4767.61,27.64,0.0,0.0,105.15,0.0,0.0,0.0,0.0,22.42,0.0,90.64,1950.0,2090.0,140.0,3.45,4.2,,-381.6,1.9,1.9997,1.9955,2.0592,2.05,1.935,1.98,0.0595000000000001,-0.0792000000000001,-0.0092000000000003,1.735,1.8833,1.8144,2.027,2.05,2.115,2.25,0.1437000000000001,0.2229999999999998,0.0229999999999996
2023-09-12,290.0,5,0.0,290.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,4347.61,28.89,0.0,0.0,105.16,0.0,0.0,0.0,0.0,22.31,0.0,92.06,390.0,650.0,260.0,3.45,4.2,,290.0,1.8218,1.9513,1.8968,2.0423,2.0,1.93,1.96,0.0909999999999999,-0.0823,-0.0423,1.7164,1.8087,1.8081,2.0236,2.05,2.11,2.305,0.2149000000000001,0.2814000000000001,0.0263999999999997
2023-09-13,200.0,2,0.0,200.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3873.78,30.53,0.0,45.3,105.16,0.0,0.0,0.0,0.0,22.31,0.0,91.88,-2200.0,1100.0,3300.0,3.45,4.2,,200.0,1.5324,1.8884,1.6245,1.9964,1.98,1.825,2.03,0.1079999999999998,0.0335999999999998,-0.0163999999999999,1.8072,1.8776,1.8954,2.0251,2.0,2.035,3.195,0.1475000000000002,1.1698999999999995,-0.0251000000000001
2023-09-14,2238.4,8,0.0,2238.4,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,65.82,64.73,72.26,0.0,0,3485.77,31.64,0.0,0.0,105.16,0.0,0.0,0.0,0.0,22.23,0.0,93.7,-2240.0,1390.0,3630.0,3.45,4.2,,2238.4,1.7646,1.9463,1.8485,2.0453,2.05,2.06,2.2,0.0990000000000002,0.1547,0.0046999999999997,1.833,1.9362,1.9271,2.1244,2.05,2.2,3.415,0.1882000000000001,1.2906,-0.0744000000000002
2023-09-15,700.0,4,20.0,680.0,20.0,1,0,0,0,0,0,0,0,0,0.0,89.04,0.0,0.0,0.0,0.0,0,7244.2,37.32,0.0,0.0,104.99,875.21,948.68,1389.49,110.69,22.29,109.43,93.93,290.0,2440.0,2150.0,3.45,4.2,,680.0,1.7548,1.9079,1.8345,2.0241,2.0,2.175,2.32,0.1161999999999998,0.2959,-0.0240999999999997,1.8727,2.0723,2.1518,2.5063,2.3,2.54,3.785,0.4340000000000001,1.2787000000000002,-0.2063000000000001
2023-09-18,120.0,2,504.2,-384.2,504.2,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3616.73,33.77,0.0,0.0,105.6,0.0,0.0,0.0,0.0,22.28,0.0,94.43,590.0,2680.0,2090.0,3.45,4.2,,-384.2,1.9184,1.9506,2.011,2.0646,2.08,2.415,2.455,0.1140000000000001,0.3904000000000001,0.0154,1.9369,2.3108,2.3624,3.0118,2.8,3.98,4.265,0.7010000000000001,1.2531999999999996,-0.2118000000000002
2023-09-19,340.0,6,0.0,340.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3337.95,50.63,0.0,0.0,105.62,0.0,0.0,0.0,0.0,22.32,0.0,94.34,2260.0,2910.0,650.0,3.45,4.2,,340.0,1.8726,1.9799,1.9869,2.1712,2.15,3.625,2.395,0.1912999999999998,0.2238000000000002,-0.0211999999999998,1.9651,2.004,2.3083,2.5341,2.6,4.525,4.57,0.5301,2.0359000000000003,0.0659
2023-09-20,2490.0,4,0.0,2490.0,0.0,0,0,0,0,0,0,0,0,0,277.85,0.0,0.0,0.0,0.0,0.0,0,3128.82,47.75,0.0,41.6,105.52,0.0,0.0,0.0,0.0,22.17,0.0,93.53,1410.0,2510.0,1100.0,3.45,4.2,,2490.0,2.0219,2.0426,2.1204,2.1938,2.15,1.975,2.08,0.1511999999999997,-0.1137999999999999,-0.0438,1.9322,2.0867,2.4819,2.7774,2.7,3.9,3.89,0.6907000000000001,1.1126,-0.0773999999999999
2023-09-21,340.0,7,15.0,325.0,15.0,1,0,0,0,0,0,0,0,0,0.0,0.0,65.59,64.6,72.14,0.0,0,2971.18,42.89,0.0,0.0,105.05,0.0,0.0,0.0,0.0,22.28,0.0,93.3,970.0,2020.0,1050.0,3.45,4.2,,325.0,1.8886,2.0151,1.9747,2.1209,2.15,1.885,1.94,0.1057999999999999,-0.1808999999999998,0.0291000000000001,1.9474,2.0602,2.1398,3.0878,2.8,2.995,2.36,1.0276,-0.7278000000000002,-0.2878000000000003
2023-09-22,3728.2,6,0.0,3728.2,0.0,0,0,0,0,0,0,0,0,0,0.0,92.75,0.0,0.0,0.0,0.0,0,3981.12,52.64,0.0,0.0,105.37,871.8,911.71,1251.08,110.58,22.17,110.63,93.27,1350.0,3190.0,1840.0,3.45,4.2,,3728.2,1.6941,2.1957,1.7858,2.2554,2.0,1.825,1.885,0.0596999999999998,-0.3703999999999998,-0.2553999999999998,1.6338,2.1278,1.7428,2.4946,2.5,2.155,2.16,0.3668,-0.3346,0.0053999999999998
2023-09-25,270.0,4,0.0,270.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,2266.43,49.61,0.0,0.0,105.56,0.0,0.0,0.0,0.0,22.36,0.0,93.29,1700.0,3780.0,2080.0,3.45,4.2,,270.0,1.6981,2.1469,1.7871,2.3236,1.9725,1.755,1.84,0.1766999999999998,-0.4835999999999998,-0.3510999999999999,1.5927,2.0897,1.6889,2.4038,2.5,2.005,2.105,0.3140999999999998,-0.2987999999999999,0.0962
2023-09-26,80.0,2,0.0,80.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,2365.06,59.78,0.0,0.0,105.77,0.0,0.0,0.0,0.0,22.32,0.0,93.96,4120.0,6220.0,2100.0,3.45,4.2,,80.0,1.7495,2.2019,1.8622,2.3929,1.95,1.93,1.945,0.1909999999999998,-0.4478999999999999,-0.4429,1.6758,2.1526,1.781,2.4873,2.5,1.9,2.02,0.3346999999999998,-0.4672999999999998,0.0127000000000001
2023-09-27,230.0,3,100.0,130.0,100.0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,2333.12,62.1,0.0,40.0,105.94,0.0,0.0,0.0,0.0,22.14,0.0,96.55,4400.0,6090.0,1690.0,3.45,4.2,,130.0,1.6957,1.9513,1.8991,2.3273,1.83,1.98,2.025,0.3760000000000001,-0.3023000000000002,-0.4973000000000001,1.8591,2.1417,3.2095,2.7977,2.5,2.015,2.05,0.6559999999999997,-0.7477,-0.2976999999999998
2023-09-28,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,93.89,65.16,58.88,71.87,0.0,0,18877.02,56.53,0.0,0.0,106.59,851.96,886.85,0.0,0.0,0.0,0.0,95.38,-6250.0,2000.0,8250.0,3.45,4.2,,0.0,2.1929,2.2358,2.2429,2.5682,2.2,2.04,2.11,0.3324000000000002,-0.4582000000000001,-0.3681999999999998,1.7915,1.9361,2.4177,2.6303,2.4,2.015,2.085,0.6942000000000002,-0.5453000000000001,-0.2303000000000001
2023-10-07,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,94.66,0.0,0.0,0.0,0.0,0,10170.54,26.3,0.0,0.0,106.53,0.0,0.0,0.0,0.0,21.82,0.0,0.0,200.0,200.0,0.0,3.45,4.2,,0.0,1.657,1.826,1.6874,1.8674,1.85,2.0,2.14,0.0413999999999998,0.2726000000000002,-0.0173999999999998,1.4764,1.8283,1.5766,2.0525,2.0,1.965,2.085,0.2242000000000001,0.0324999999999997,-0.0525000000000002
2023-10-08,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,100.91,0,9617.48,34.38,623.3,0.0,106.02,0.0,0.0,0.0,0.0,21.96,0.0,0.0,-2990.0,200.0,3190.0,3.45,4.2,,0.0,1.5994,1.7577,1.6268,1.8022,1.8,1.905,2.025,0.0444999999999999,0.2227999999999999,-0.0021999999999999,1.6228,1.7564,1.7041,1.8767,1.82,2.035,2.175,0.1203,0.2982999999999998,-0.0566999999999999
2023-10-09,120.0,2,300.0,-180.0,0.0,0,0,0,0,0,300,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6806.52,39.73,0.0,0.0,105.68,0.0,0.0,0.0,0.0,21.8,0.0,88.15,-3110.0,670.0,3780.0,3.45,4.2,,-180.0,1.7264,1.8074,1.8197,2.017,2.01,1.865,1.98,0.2096,-0.0369999999999999,-0.0070000000000001,1.5806,1.7691,1.6757,1.9666,2.0,2.845,2.82,0.1975,0.8533999999999999,0.0334
2023-10-10,725.0,7,426.9751,298.0249,426.9751,2,0,0,0,0,0,0,0,0,271.11,0.0,0.0,0.0,0.0,0.0,0,6345.32,38.73,0.0,0.0,105.36,0.0,0.0,0.0,0.0,21.82,0.0,87.65,-3150.0,1020.0,4170.0,3.45,4.2,,298.0249,1.8266,1.8684,1.9216,2.1172,2.05,1.875,2.04,0.2487999999999999,-0.0771999999999999,-0.0672000000000001,1.6298,1.8376,1.7231,2.0241,2.03,2.725,2.77,0.1864999999999999,0.7459000000000002,0.0059
2023-10-11,1550.7,6,747.6,803.1,747.6,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,5921.33,35.75,0.0,36.0,105.62,0.0,0.0,0.0,0.0,21.69,0.0,85.82,-3460.0,1620.0,5080.0,3.45,4.2,,803.1,1.8598,1.9247,1.9539,2.1302,2.14,1.93,2.065,0.2054999999999998,-0.0651999999999999,0.0098000000000002,1.7241,1.8345,1.8157,2.0333,2.05,2.645,2.71,0.1988000000000001,0.6766999999999999,0.0166999999999997
2023-10-12,305.0,8,201.2,103.8,201.2,1,0,0,0,0,0,0,0,0,0.0,0.0,64.83,64.25,72.49,0.0,0,5530.95,41.14,0.0,0.0,105.61,0.0,0.0,0.0,0.0,21.77,0.0,86.0,950.0,950.0,0.0,3.45,4.2,,103.8,1.7972,1.9525,1.8941,2.1093,2.1,2.055,2.205,0.1568000000000002,0.0956999999999999,-0.0093,1.6477,1.8367,1.7483,2.0377,2.05,2.915,3.195,0.201,1.1572999999999998,0.0122999999999997
2023-10-13,2440.0,5,0.0,2440.0,0.0,0,0,0,0,0,0,0,0,0,0.0,91.82,0.0,0.0,0.0,0.0,0,7829.46,39.25,0.0,0.0,106.18,819.97,891.55,1073.43,109.37,21.7,109.97,90.89,-1340.0,1060.0,2400.0,3.45,4.2,,2440.0,1.735,1.8833,1.8144,2.027,2.05,2.115,2.25,0.1437000000000001,0.2229999999999998,0.0229999999999996,1.6902,1.847,1.7871,2.0233,2.03,2.025,2.66,0.1762999999999999,0.6367000000000003,0.0066999999999999
2023-10-16,90.0,2,300.0,-210.0,300.0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3988.35,36.22,0.0,0.0,106.47,0.0,0.0,0.0,0.0,21.52,0.0,89.65,40.0,710.0,670.0,3.45,4.2,,-210.0,1.7164,1.8087,1.8081,2.0236,2.05,2.11,2.305,0.2149000000000001,0.2814000000000001,0.0263999999999997,1.7593,1.8774,1.8514,2.0947,2.05,1.865,2.55,0.2173,0.4552999999999998,-0.0447000000000001
2023-10-17,355.0,6,0.0,355.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3751.39,39.31,0.0,0.0,106.37,0.0,0.0,0.0,0.0,21.44,0.0,89.9,30.0,1050.0,1020.0,3.45,4.2,,355.0,1.8072,1.8776,1.8954,2.0251,2.0,2.035,3.195,0.1475000000000002,1.1698999999999995,-0.0251000000000001,1.902,2.0414,2.0169,2.252,2.2,2.085,2.57,0.2105999999999999,0.318,-0.0519999999999996
2023-10-18,2440.3,4,1733.6,706.7,1733.6,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3765.83,40.18,0.0,37.7,106.6,0.0,0.0,0.0,0.0,21.56,0.0,91.5,1820.0,3440.0,1620.0,3.45,4.2,,706.7,1.833,1.9362,1.9271,2.1244,2.05,2.2,3.415,0.1882000000000001,1.2906,-0.0744000000000002,1.8698,2.0035,1.9789,2.2419,2.22,3.36,2.55,0.2383999999999999,0.3081,-0.0218999999999995
2023-10-19,315.0,8,0.0,315.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,65.98,65.17,72.63,0.0,0,3614.88,46.44,0.0,0.0,106.72,0.0,0.0,0.0,0.0,21.32,0.0,92.38,7330.0,8280.0,950.0,3.45,4.2,,315.0,1.8727,2.0723,2.1518,2.5063,2.3,2.54,3.785,0.4340000000000001,1.2787000000000002,-0.2063000000000001,1.9004,2.0401,2.056,2.2536,2.2,2.91,2.305,0.2135000000000002,0.0514000000000001,-0.0535999999999998
2023-10-20,2538.2,7,0.0,2538.2,0.0,0,0,0,0,0,0,0,0,0,271.65,90.69,0.0,0.0,0.0,0.0,0,0.0,56.56,0.0,0.0,107.3,817.2,917.66,1048.09,108.82,21.29,109.75,92.16,7020.0,8080.0,1060.0,3.45,4.2,,2538.2,1.9369,2.3108,2.3624,3.0118,2.8,3.98,4.265,0.7010000000000001,1.2531999999999996,-0.2118000000000002,1.8859,2.0189,2.0055,2.2467,2.25,2.13,2.26,0.2278000000000002,0.0132999999999996,0.0032999999999998
2023-10-23,90.0,2,951.0,-861.0,651.0,2,0,0,0,0,300,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3711.49,40.69,0.0,0.0,107.72,0.0,0.0,0.0,0.0,21.04,0.0,89.83,5220.0,5930.0,710.0,3.45,4.2,,-861.0,1.9651,2.004,2.3083,2.5341,2.6,4.525,4.57,0.5301,2.0359000000000003,0.0659,1.8926,1.9805,2.0165,2.2185,2.25,1.73,1.965,0.2380000000000002,-0.2535,0.0314999999999998
2023-10-24,2313.4,4,251.8,2061.6,251.8,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3506.16,47.79,0.0,0.0,108.65,0.0,0.0,0.0,0.0,20.95,0.0,88.07,3950.0,5050.0,1100.0,3.45,4.2,,2061.6,1.9322,2.0867,2.4819,2.7774,2.7,3.9,3.89,0.6907000000000001,1.1126,-0.0773999999999999,1.888,2.0213,2.012,2.2371,2.2,1.825,2.035,0.2157999999999997,-0.2020999999999997,-0.0370999999999996
2023-10-25,435.0,5,1922.9,-1487.9,1922.9,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3489.6,46.22,0.0,38.4,108.67,0.0,0.0,0.0,0.0,20.97,0.0,90.13,800.0,4240.0,3440.0,3.45,4.2,,-1487.9,1.9474,2.0602,2.1398,3.0878,2.8,2.995,2.36,1.0276,-0.7278000000000002,-0.2878000000000003,1.9011,2.0378,2.0366,2.3027,2.2,1.87,2.05,0.2649000000000003,-0.2527000000000003,-0.1027
2023-10-26,255.0,7,0.0,255.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,65.85,65.3,73.08,0.0,0,3390.28,53.53,0.0,0.0,108.87,0.0,0.0,0.0,0.0,21.38,0.0,87.93,-3290.0,4990.0,8280.0,3.45,4.2,,255.0,1.6338,2.1278,1.7428,2.4946,2.5,2.155,2.16,0.3668,-0.3346,0.0053999999999998,1.8929,2.0199,2.0232,2.2775,2.25,1.865,2.045,0.2576,-0.2324999999999999,-0.0274999999999998
2023-10-27,2062.2,5,980.0,1082.2,980.0,1,0,0,0,0,0,0,0,0,0.0,91.0,0.0,0.0,0.0,0.0,0,5395.5,52.97,0.0,0.0,109.58,811.5,1012.6,1094.93,108.17,20.81,109.31,90.48,-1500.0,6580.0,8080.0,3.45,4.2,,1082.2,1.5927,2.0897,1.6889,2.4038,2.5,2.005,2.105,0.3140999999999998,-0.2987999999999999,0.0962,1.8358,2.1805,1.9355,2.9352,2.96,1.92,2.075,0.7547000000000001,-0.8601999999999999,0.0247999999999999
2023-10-30,113.0,2,300.8,-187.8,300.8,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3571.51,51.31,0.0,0.0,109.68,0.0,0.0,0.0,0.0,20.54,0.0,87.45,190.0,6120.0,5930.0,3.45,4.2,,-187.8,1.6758,2.1526,1.781,2.4873,2.5,1.9,2.02,0.3346999999999998,-0.4672999999999998,0.0127000000000001,1.7868,2.1288,1.8796,3.033,3.3,1.905,2.075,0.9042,-0.9579999999999996,0.2669999999999999
2023-10-31,354.0,5,0.0,354.0,0.0,0,0,0,0,0,0,0,0,0,261.65,0.0,0.0,0.0,0.0,0.0,90343,3442.22,63.82,0.0,0.0,109.66,0.0,0.0,0.0,0.0,20.7,0.0,87.41,-1090.0,3910.0,5000.0,3.45,4.2,,354.0,1.8591,2.1417,3.2095,2.7977,2.5,2.015,2.05,0.6559999999999997,-0.7477,-0.2976999999999998,1.6963,2.1105,1.7816,3.1193,3.4,1.975,2.115,1.0088,-1.0042999999999995,0.2806999999999999
2023-11-01,211.6,3,0.0,211.6,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3504.95,38.14,0.0,37.0,109.69,0.0,0.0,0.0,0.0,20.69,0.0,84.63,-2300.0,1940.0,4240.0,3.45,4.2,,211.6,1.7915,1.9361,2.4177,2.6303,2.4,2.015,2.085,0.6942000000000002,-0.5453000000000001,-0.2303000000000001,1.6032,2.1605,1.7224,3.3163,3.6,2.07,2.315,1.1558000000000002,-1.0013,0.2837
2023-11-02,350.0,8,0.0,350.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,66.03,63.15,72.98,0.0,0,3365.07,34.04,0.0,0.0,110.02,0.0,0.0,0.0,0.0,20.55,0.0,86.85,-4560.0,430.0,4990.0,3.45,4.2,,350.0,1.4764,1.8283,1.5766,2.0525,2.0,1.965,2.085,0.2242000000000001,0.0324999999999997,-0.0525000000000002,1.8679,2.1753,2.4983,2.6535,2.75,2.165,2.31,0.4782000000000002,-0.3435000000000001,0.0964999999999998
2023-11-03,900.0,3,0.0,900.0,0.0,0,0,0,0,0,0,0,0,0,0.0,87.75,0.0,0.0,0.0,0.0,0,5358.79,38.79,0.0,0.0,110.54,827.84,1067.88,1166.97,107.74,20.81,109.09,84.89,-6400.0,180.0,6580.0,3.45,4.2,,900.0,1.6228,1.7564,1.7041,1.8767,1.82,2.035,2.175,0.1203,0.2982999999999998,-0.0566999999999999,1.6061,1.7966,1.7116,2.1051,2.15,2.21,2.27,0.3085000000000002,0.1648999999999998,0.0448999999999997
2023-11-06,133.9,2,701.3,-567.4,701.3,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,2650.67,31.53,0.0,0.0,110.55,0.0,0.0,0.0,0.0,20.44,0.0,85.18,-2590.0,3530.0,6120.0,3.45,4.2,,-567.4,1.5806,1.7691,1.6757,1.9666,2.0,2.845,2.82,0.1975,0.8533999999999999,0.0334,1.713,1.7855,1.8187,2.1045,2.1,2.415,2.425,0.3189999999999997,0.3205,-0.0044999999999997
2023-11-07,353.3,6,0.0,353.3,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,2538.22,27.53,0.0,0.0,110.58,0.0,0.0,0.0,0.0,20.49,0.0,81.61,830.0,4740.0,3910.0,3.45,4.2,,353.3,1.6298,1.8376,1.7231,2.0241,2.03,2.725,2.77,0.1864999999999999,0.7459000000000002,0.0059,1.6944,1.8342,1.833,2.2225,2.25,2.39,2.365,0.3883000000000001,0.1425,0.0274999999999998
2023-11-08,2410.9,6,0.0,2410.9,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,2427.38,24.25,0.0,35.5,110.52,0.0,0.0,0.0,0.0,20.41,0.0,79.54,80.0,2020.0,1940.0,3.45,4.2,,2410.9,1.7241,1.8345,1.8157,2.0333,2.05,2.645,2.71,0.1988000000000001,0.6766999999999999,0.0166999999999997,1.6096,1.7849,1.7453,2.217,2.25,2.335,2.375,0.4321000000000001,0.1579999999999999,0.0329999999999999
2023-11-09,280.0,8,500.6,-220.6,500.6,2,0,0,0,0,0,0,0,0,0.0,0.0,66.03,62.32,71.91,0.0,0,2505.85,32.25,0.0,0.0,110.37,0.0,0.0,0.0,0.0,20.57,0.0,80.01,1600.0,2030.0,430.0,3.45,4.2,,-220.6,1.6477,1.8367,1.7483,2.0377,2.05,2.915,3.195,0.201,1.1572999999999998,0.0122999999999997,1.6239,1.8239,1.7861,2.1937,2.25,2.28,2.35,0.3698000000000001,0.1562999999999998,0.0562999999999997
2023-11-10,1420.4,9,420.0,1000.4,420.0,2,0,0,0,0,0,0,0,0,266.91,93.67,0.0,0.0,0.0,0.0,0,5876.41,34.49,0.0,0.0,110.82,843.77,1030.24,1217.27,107.74,20.48,108.87,81.43,950.0,1130.0,180.0,3.45,4.2,,1000.4,1.6902,1.847,1.7871,2.0233,2.03,2.025,2.66,0.1762999999999999,0.6367000000000003,0.0066999999999999,1.6363,1.8442,1.7955,2.246,2.3,2.445,2.48,0.4017999999999999,0.2339999999999999,0.0539999999999998
2023-11-13,140.0,2,301.0,-161.0,301.0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,2497.32,30.85,0.0,0.0,110.75,0.0,0.0,0.0,0.0,20.25,0.0,82.52,710.0,4240.0,3530.0,3.45,4.2,,-161.0,1.7593,1.8774,1.8514,2.0947,2.05,1.865,2.55,0.2173,0.4552999999999998,-0.0447000000000001,1.7583,1.8983,1.9278,2.3674,2.35,2.44,3.035,0.4690999999999998,0.6676000000000002,-0.0173999999999998
2023-11-14,2601.0,8,640.0,1961.0,640.0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,2367.26,31.03,0.0,0.0,110.64,0.0,0.0,0.0,0.0,20.26,0.0,82.47,210.0,4950.0,4740.0,3.45,4.2,,1961.0,1.902,2.0414,2.0169,2.252,2.2,2.085,2.57,0.2105999999999999,0.318,-0.0519999999999996,1.7474,1.8812,1.8972,2.3617,2.4,2.47,3.285,0.4804999999999999,0.9233000000000002,0.0383
2023-11-15,217.7,3,0.0,217.7,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,2335.89,35.17,0.0,36.4,110.79,0.0,0.0,0.0,0.0,20.27,0.0,81.18,1750.0,3770.0,2020.0,3.45,4.2,,217.7,1.8698,2.0035,1.9789,2.2419,2.22,3.36,2.55,0.2383999999999999,0.3081,-0.0218999999999995,1.6238,1.8293,1.7672,2.2432,2.25,2.47,3.415,0.4138999999999999,1.1718000000000002,0.0068000000000001
2023-11-16,240.0,7,0.0,240.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,65.77,58.19,72.88,0.0,0,2360.0,35.85,0.0,0.0,110.98,0.0,0.0,0.0,0.0,20.07,0.0,77.42,1490.0,3520.0,2030.0,3.45,4.2,,240.0,1.9004,2.0401,2.056,2.2536,2.2,2.91,2.305,0.2135000000000002,0.0514000000000001,-0.0535999999999998,1.6167,1.8239,1.7582,2.2019,2.25,2.64,3.225,0.3780000000000001,1.0231,0.0480999999999998
