date,dr001,dr007,r001,r007,fr007,gc001,gc007,spread_r007_dr007,spread_gc007_r007,spread_fr007_r007
2022-06-02,1.4233,1.6274,1.4831,1.674,1.65,1.7,1.775,0.046599999999999975,0.10099999999999998,-0.02400000000000002
2022-06-06,1.4408,1.6479,1.5043,1.6864,1.68,1.82,1.93,0.03849999999999998,0.24360000000000004,-0.006399999999999961
2022-06-07,1.4148,1.6225,1.4726,1.6897,1.65,1.825,1.865,0.06719999999999993,0.1753,-0.03970000000000007
2022-06-08,1.415,1.6218,1.4709,1.6721,1.65,1.655,1.775,0.05030000000000001,0.10289999999999999,-0.02210000000000001
2022-06-09,1.4092,1.6154,1.466,1.6663,1.65,1.49,1.685,0.050899999999999945,0.01870000000000016,-0.01629999999999998
2022-06-10,1.3971,1.5728,1.4492,1.6326,1.62,1.505,1.68,0.059800000000000075,0.04739999999999989,-0.012599999999999945
2022-06-13,1.4059,1.597,1.4598,1.6553,1.65,1.45,1.63,0.05830000000000002,-0.0253000000000001,-0.005300000000000082
2022-06-14,1.4059,1.5942,1.4641,1.6506,1.63,1.565,1.685,0.056400000000000006,0.034399999999999986,-0.020600000000000174
2022-06-15,1.4116,1.6162,1.4674,1.6524,1.63,1.67,1.735,0.03620000000000001,0.0826,-0.022400000000000198
2022-06-16,1.4106,1.6148,1.4694,1.6824,1.65,1.6,1.73,0.06759999999999988,0.04760000000000009,-0.032399999999999984
2022-06-17,1.4155,1.6584,1.4717,1.7047,1.7,1.595,1.72,0.04630000000000001,0.01529999999999987,-0.0047000000000001485
2022-06-20,1.4203,1.7042,1.4776,1.7221,1.7,1.595,1.745,0.017900000000000027,0.022900000000000142,-0.02210000000000001
2022-06-21,1.4395,1.7037,1.5021,1.7662,1.75,1.725,1.745,0.0625,-0.021199999999999886,-0.016199999999999992
2022-06-22,1.4379,1.6922,1.5029,1.7578,1.7373,1.69,1.74,0.0656000000000001,-0.017800000000000038,-0.020499999999999963
2022-06-23,1.4335,1.6135,1.5002,1.7263,1.65,1.67,1.82,0.11280000000000001,0.09370000000000012,-0.07630000000000003
2022-06-24,1.4293,1.7978,1.4925,2.2478,2.5,1.635,1.91,0.44999999999999973,-0.3377999999999999,0.2522000000000002
2022-06-27,1.4325,1.9536,1.499,2.3592,2.5,1.56,1.875,0.40559999999999996,-0.48419999999999996,0.14080000000000004
2022-06-28,1.4267,1.9698,1.4989,2.3831,2.5,1.68,1.835,0.4133000000000002,-0.5481000000000003,0.11689999999999978
2022-06-29,1.3482,2.0565,1.4726,2.4861,2.5,1.85,1.86,0.42959999999999976,-0.6260999999999999,0.013900000000000023
2022-06-30,1.9306,2.2914,3.0244,2.7078,2.5,1.785,1.735,0.4164000000000003,-0.9728000000000001,-0.2078000000000002
2022-07-01,1.4208,1.6748,1.5046,1.7633,1.75,1.67,1.7,0.08850000000000002,-0.06330000000000013,-0.01330000000000009
2022-07-04,1.4046,1.5735,1.4783,1.7004,1.6,1.745,1.735,0.1269,0.034600000000000186,-0.10039999999999982
2022-07-05,1.3418,1.5703,1.4256,1.7175,1.7,1.79,1.78,0.1472,0.0625,-0.01750000000000007
2022-07-06,1.1962,1.5577,1.2756,1.7054,1.7,1.755,1.77,0.14769999999999994,0.06459999999999999,-0.005400000000000071
2022-07-07,1.2126,1.5643,1.2914,1.6543,1.65,1.705,1.72,0.09000000000000008,0.06569999999999987,-0.0043000000000001926
2022-07-08,1.213,1.5542,1.2831,1.616,1.6,1.535,1.66,0.06180000000000008,0.04399999999999982,-0.016000000000000014
2022-07-11,1.2199,1.5504,1.2944,1.6262,1.6,1.625,1.65,0.07580000000000009,0.02379999999999982,-0.0262
2022-07-12,1.2063,1.5399,1.2872,1.6363,1.6,1.625,1.68,0.09640000000000004,0.04369999999999985,-0.0363
2022-07-13,1.2129,1.5464,1.2912,1.6294,1.59,1.655,1.665,0.08299999999999996,0.035600000000000076,-0.03939999999999988
2022-07-14,1.1695,1.535,1.2564,1.6141,1.6,1.76,1.74,0.07910000000000017,0.1258999999999999,-0.014100000000000001
2022-07-15,1.2128,1.5602,1.2812,1.5871,1.57,1.67,1.735,0.026899999999999924,0.14790000000000014,-0.017099999999999893
2022-07-18,1.2224,1.5967,1.2956,1.6355,1.6103,1.79,1.76,0.038799999999999946,0.12450000000000006,-0.02519999999999989
2022-07-19,1.2498,1.5482,1.3297,1.6251,1.6,1.76,1.805,0.07689999999999997,0.17989999999999995,-0.0250999999999999
2022-07-20,1.2709,1.5677,1.3558,1.6275,1.6,1.755,1.79,0.05979999999999985,0.1625000000000001,-0.027499999999999858
2022-07-21,1.2477,1.5236,1.3293,1.6209,1.6,1.75,1.805,0.09729999999999994,0.18409999999999993,-0.02089999999999992
2022-07-22,1.1874,1.4826,1.2672,1.5669,1.55,1.75,2.39,0.08430000000000004,0.8231000000000002,-0.016899999999999915
2022-07-25,1.0671,1.5173,1.1554,1.789,1.8,1.92,2.46,0.27169999999999983,0.671,0.01100000000000012
2022-07-26,1.0163,1.5766,1.1053,1.7363,1.75,2.15,2.565,0.15969999999999995,0.8287,0.013700000000000045
2022-07-27,1.0029,1.5498,1.0881,1.6884,1.7,2.625,2.62,0.13859999999999983,0.9316000000000002,0.011600000000000055
2022-07-28,1.0106,1.5283,1.1098,1.6673,1.7,5.335,2.75,0.139,1.0827,0.03269999999999995
2022-07-29,1.2724,1.6329,1.4373,1.7035,1.65,3.435,2.69,0.0706,0.9864999999999999,-0.0535000000000001
2022-08-01,1.1706,1.4305,1.2661,1.571,1.55,2.375,1.94,0.14049999999999985,0.369,-0.020999999999999908
2022-08-02,1.0667,1.3862,1.1601,1.5337,1.5,2.08,1.95,0.14749999999999996,0.4162999999999999,-0.03370000000000006
2022-08-03,1.0214,1.3,1.1114,1.4688,1.4,1.815,1.82,0.16880000000000006,0.35119999999999996,-0.0688000000000002
2022-08-04,1.0212,1.2953,1.1115,1.4609,1.4,1.68,1.695,0.1656000000000002,0.23409999999999997,-0.060900000000000176
2022-08-05,1.0172,1.2963,1.1048,1.4368,1.4,1.585,1.64,0.14050000000000007,0.20319999999999983,-0.036800000000000166
2022-08-08,1.0137,1.285,1.1038,1.4457,1.37,1.56,1.64,0.16070000000000007,0.19429999999999992,-0.07569999999999988
2022-08-09,1.0221,1.3278,1.114,1.4509,1.3737,1.565,1.655,0.12309999999999999,0.20409999999999995,-0.07720000000000016
2022-08-10,1.0675,1.3721,1.1567,1.4821,1.4,1.54,1.64,0.10999999999999988,0.15789999999999993,-0.08210000000000006
2022-08-11,1.027,1.3315,1.1174,1.463,1.4,1.535,1.62,0.13150000000000017,0.15700000000000003,-0.06300000000000017
2022-08-12,1.0432,1.3486,1.1268,1.4511,1.45,1.4,1.56,0.10250000000000004,0.1089,-0.001100000000000101
2022-08-15,1.0417,1.335,1.1274,1.4695,1.41,1.515,1.57,0.13450000000000006,0.10050000000000003,-0.05950000000000011
2022-08-16,1.0793,1.3192,1.1672,1.477,1.4,1.62,1.655,0.15780000000000016,0.17799999999999994,-0.07700000000000018
2022-08-17,1.1426,1.4146,1.2435,1.5624,1.5,1.625,1.645,0.14779999999999993,0.0826,-0.06240000000000001
2022-08-18,1.1885,1.4193,1.289,1.5685,1.5,1.65,1.655,0.1492,0.08650000000000002,-0.0685
2022-08-19,1.2065,1.4391,1.2955,1.5608,1.5,1.555,1.615,0.12169999999999992,0.054200000000000026,-0.060799999999999965
2022-08-22,1.1381,1.3807,1.2264,1.557,1.5,1.61,1.715,0.1762999999999999,0.15800000000000014,-0.05699999999999994
2022-08-23,1.1073,1.3864,1.195,1.5335,1.45,1.55,1.81,0.1471,0.27649999999999997,-0.08350000000000013
2022-08-24,1.1218,1.3747,1.2099,1.5198,1.45,1.47,1.655,0.1451,0.1352,-0.06980000000000008
2022-08-25,1.1583,1.4512,1.2534,1.712,1.7,1.545,1.65,0.2607999999999999,-0.062000000000000055,-0.01200000000000001
2022-08-26,1.2492,1.7067,1.3423,1.7981,1.8,1.78,1.725,0.09139999999999993,-0.07309999999999994,0.0019000000000000128
2022-08-29,1.222,1.6159,1.3097,1.791,1.8,1.75,1.62,0.17510000000000003,-0.17099999999999982,0.009000000000000119
2022-08-30,1.1159,1.6584,1.2176,1.7868,1.75,1.67,1.61,0.12839999999999985,-0.17679999999999985,-0.036799999999999944
2022-08-31,1.4322,1.717,1.6316,1.6932,1.7,1.67,1.61,-0.023800000000000043,-0.08319999999999994,0.006799999999999917
2022-09-01,1.4768,1.4255,1.5627,1.5602,1.5,1.59,1.58,0.13470000000000004,0.01980000000000004,-0.06020000000000003
2022-09-02,1.155,1.4314,1.2486,1.5833,1.5199,1.45,1.515,0.15189999999999992,-0.06830000000000003,-0.0633999999999999
2022-09-05,1.032,1.3501,1.1267,1.5517,1.5,1.525,1.565,0.2016,0.013299999999999867,-0.05170000000000008
2022-09-06,1.0709,1.4015,1.1639,1.5385,1.5,1.495,1.535,0.137,-0.0035000000000000586,-0.03849999999999998
2022-09-07,1.1154,1.4528,1.2017,1.5563,1.51,1.515,1.535,0.10349999999999993,-0.021300000000000097,-0.04630000000000001
2022-09-08,1.1589,1.4538,1.2429,1.5666,1.5,1.55,1.54,0.11280000000000001,-0.026599999999999957,-0.06659999999999999
2022-09-09,1.1702,1.4454,1.2532,1.572,1.55,1.485,1.515,0.12660000000000005,-0.05700000000000016,-0.02200000000000002
2022-09-13,1.169,1.4522,1.2547,1.5907,1.55,1.44,1.52,0.13850000000000007,-0.07069999999999999,-0.04069999999999996
2022-09-14,1.1666,1.5113,1.2564,1.6156,1.6,1.455,1.47,0.10429999999999984,-0.14559999999999995,-0.015599999999999836
2022-09-15,1.2243,1.5116,1.3072,1.6266,1.6,1.595,1.54,0.11499999999999999,-0.08660000000000001,-0.026599999999999957
2022-09-16,1.2955,1.6097,1.3775,1.6631,1.63,1.68,1.635,0.053400000000000114,-0.028100000000000014,-0.03310000000000013
2022-09-19,1.4044,1.673,1.492,1.7182,1.7,1.55,1.575,0.04519999999999991,-0.1432,-0.018199999999999994
2022-09-20,1.4431,1.6626,1.5267,1.7812,1.75,1.615,1.595,0.11859999999999982,-0.18619999999999992,-0.031199999999999894
2022-09-21,1.4638,1.6748,1.5361,1.7476,1.74,1.625,1.62,0.07279999999999998,-0.12759999999999994,-0.007600000000000051
2022-09-22,1.456,1.5962,1.5331,1.7001,1.65,1.635,1.625,0.10389999999999988,-0.07509999999999994,-0.05010000000000003
2022-09-23,1.4566,1.5554,1.5318,1.6611,1.55,1.615,1.71,0.10570000000000013,0.048899999999999944,-0.11109999999999998
2022-09-26,1.4221,1.8179,1.4989,1.794,1.79,1.565,1.78,-0.023900000000000032,-0.014000000000000012,-0.0040000000000000036
2022-09-27,1.3842,1.6931,1.4742,1.8493,1.45,1.665,1.795,0.1561999999999999,-0.054300000000000015,-0.3993
2022-09-28,1.2569,1.6717,1.3496,1.8653,1.6854,1.68,1.765,0.1936,-0.10030000000000006,-0.17989999999999995
2022-09-29,0.9064,2.1321,1.0548,2.2964,2.06,1.895,1.71,0.16430000000000033,-0.5864000000000003,-0.23640000000000017
2022-09-30,2.019,2.0919,2.0613,2.1751,2.06,1.745,1.62,0.08320000000000016,-0.5550999999999999,-0.11509999999999998
2022-10-08,1.6339,1.5412,1.653,1.6526,1.65,1.705,1.65,0.11140000000000017,-0.0026000000000001577,-0.0026000000000001577
2022-10-09,1.0655,1.4132,1.1156,1.4583,1.4,1.695,1.63,0.04509999999999992,0.17169999999999996,-0.05830000000000002
2022-10-10,1.105,1.4066,1.2016,1.5987,1.5401,1.58,1.61,0.19209999999999994,0.011300000000000088,-0.058599999999999985
2022-10-11,1.1747,1.5034,1.2755,1.6929,1.6,1.59,1.61,0.1895,-0.08289999999999997,-0.09289999999999998
2022-10-12,1.1548,1.5226,1.2524,1.6802,1.61,1.575,1.595,0.15759999999999996,-0.08519999999999994,-0.07019999999999982
2022-10-13,1.1642,1.5651,1.27,1.6582,1.62,1.515,1.58,0.09309999999999996,-0.07819999999999983,-0.03819999999999979
2022-10-14,1.1315,1.4751,1.2256,1.6123,1.6,1.61,1.61,0.1372,-0.0022999999999999687,-0.012299999999999978
2022-10-17,1.1439,1.4647,1.2503,1.5906,1.55,1.62,1.625,0.12590000000000012,0.034399999999999986,-0.04059999999999997
2022-10-18,1.1176,1.4796,1.2191,1.6023,1.5249,1.615,1.63,0.12270000000000003,0.027699999999999836,-0.07740000000000014
2022-10-19,1.1156,1.5057,1.2147,1.6243,1.58,1.575,1.61,0.11860000000000004,-0.01429999999999998,-0.044300000000000006
2022-10-20,1.1575,1.5186,1.2574,1.6284,1.6,1.75,1.735,0.10980000000000012,0.10660000000000003,-0.02839999999999998
2022-10-21,1.2376,1.6726,1.35,1.6755,1.67,1.705,1.775,0.0028999999999999027,0.09949999999999992,-0.00550000000000006
2022-10-24,1.4148,1.7077,1.5786,1.7588,1.71,1.71,1.785,0.05109999999999992,0.0262,-0.048799999999999955
2022-10-25,1.7899,1.9195,2.1241,2.6726,2.2,1.725,1.75,0.7531000000000001,-0.9226000000000001,-0.4725999999999999
2022-10-26,1.7761,2.0226,1.9731,2.3993,2.2,1.725,1.77,0.37670000000000003,-0.6293000000000002,-0.19930000000000003
2022-10-27,1.7297,2.0229,1.8472,2.2025,2.2,1.865,2.495,0.1796000000000002,0.2925,-0.0024999999999999467
2022-10-28,1.3229,1.9658,1.418,1.98,1.99,2.07,2.83,0.01419999999999999,0.8500000000000001,0.010000000000000009
2022-10-31,1.7633,1.9442,2.0646,1.9912,1.94,2.245,3.095,0.04700000000000015,1.1038000000000001,-0.051200000000000134
2022-11-01,1.8199,1.7373,1.9919,1.9347,1.85,2.56,2.995,0.19740000000000002,1.0603,-0.0847
2022-11-02,1.7244,1.7104,1.7986,1.7872,1.8,3.465,3.41,0.07679999999999998,1.6228000000000002,0.012800000000000145
2022-11-03,1.3323,1.6006,1.415,1.6595,1.65,3.18,3.21,0.05889999999999995,1.5505,-0.009500000000000064
2022-11-04,1.3901,1.6371,1.4741,1.6792,1.68,2.315,1.88,0.042100000000000026,0.20079999999999987,0.0007999999999999119
2022-11-07,1.6241,1.7403,1.7199,1.7269,1.75,1.77,1.77,-0.013399999999999856,0.043099999999999916,0.0230999999999999
2022-11-08,1.7458,1.8193,1.8816,1.9299,1.84,1.62,1.67,0.11060000000000003,-0.2599,-0.08989999999999987
2022-11-09,1.7969,1.8517,1.9116,1.9744,1.91,1.47,1.595,0.12270000000000003,-0.37939999999999996,-0.06440000000000001
2022-11-10,1.8135,1.8861,1.8926,1.9037,1.9,1.61,1.62,0.017599999999999838,-0.28369999999999984,-0.0037000000000000366
2022-11-11,1.6956,1.822,1.7523,1.8485,1.85,1.59,1.645,0.026499999999999968,-0.20350000000000001,0.0015000000000000568
2022-11-14,1.6544,1.8403,1.7149,1.8653,1.85,1.535,1.63,0.02499999999999991,-0.23530000000000006,-0.01529999999999987
2022-11-15,1.8493,1.9429,1.9554,2.0493,2.0,1.53,1.615,0.10640000000000005,-0.43430000000000013,-0.04930000000000012
2022-11-16,1.9386,2.015,2.0427,2.1063,2.0313,1.505,1.6,0.09129999999999994,-0.5063,-0.07500000000000018
2022-11-17,1.6648,1.863,1.7452,2.1139,1.95,1.665,1.68,0.2509000000000001,-0.4339000000000002,-0.16390000000000016
2022-11-18,1.3195,1.7213,1.4094,1.8232,1.81,1.715,2.145,0.10189999999999988,0.3218000000000001,-0.013199999999999878
2022-11-21,1.0776,1.6416,1.2069,1.8129,1.7,2.42,2.71,0.1713,0.8971,-0.1129
2022-11-22,0.8705,1.6201,1.0032,1.8164,1.7111,2.105,2.235,0.19629999999999992,0.41859999999999986,-0.10529999999999995
2022-11-23,1.0452,1.5982,1.1589,1.7973,1.7,1.9,1.98,0.19909999999999983,0.18270000000000008,-0.09729999999999994
2022-11-24,1.0445,1.7394,1.1609,2.1857,2.1,2.09,1.93,0.44630000000000014,-0.25570000000000026,-0.08570000000000011
2022-11-25,1.0247,1.7323,1.1481,2.0722,2.15,2.16,1.895,0.3399000000000001,-0.17720000000000002,0.07779999999999987
2022-11-28,1.0284,1.8366,1.1434,2.0469,2.05,2.005,1.86,0.21029999999999993,-0.18689999999999984,0.0030999999999998806
2022-11-29,1.0286,1.8788,1.1634,2.0989,2.1,1.735,1.72,0.22009999999999996,-0.3789,0.001100000000000101
2022-11-30,1.5684,2.0203,2.1685,2.2646,2.2,1.61,1.64,0.24429999999999996,-0.6246000000000003,-0.06459999999999999
2022-12-01,1.446,1.6724,1.545,1.8812,1.75,1.73,1.705,0.20879999999999987,-0.1761999999999999,-0.13119999999999998
2022-12-02,1.1469,1.6189,1.2534,1.7779,1.7,1.825,1.815,0.15900000000000003,0.03709999999999991,-0.07790000000000008
2022-12-05,1.0714,1.6009,1.186,1.7608,1.7,1.835,1.94,0.15989999999999993,0.17920000000000003,-0.060799999999999965
2022-12-06,1.0256,1.6032,1.1524,1.7995,1.66,1.755,1.815,0.19630000000000014,0.015499999999999847,-0.13950000000000018
2022-12-07,1.0133,1.6363,1.1368,1.795,1.68,1.785,1.81,0.15869999999999984,0.015000000000000124,-0.11499999999999999
2022-12-08,1.0712,1.6609,1.1967,1.8658,1.7,1.915,1.92,0.20489999999999986,0.054200000000000026,-0.16579999999999995
2022-12-09,1.0591,1.7293,1.1896,1.8484,1.76,2.005,2.015,0.11909999999999998,0.16660000000000008,-0.08840000000000003
2022-12-12,1.0444,1.5776,1.1813,1.8514,1.75,2.14,2.08,0.27380000000000004,0.22860000000000014,-0.10139999999999993
2022-12-13,1.0406,1.6994,1.1806,1.9954,1.81,2.205,2.205,0.29600000000000004,0.2096,-0.1854
2022-12-14,1.1912,1.6756,1.3419,2.1841,1.8,1.965,2.005,0.5085,-0.17910000000000004,-0.3840999999999999
2022-12-15,1.22,1.4846,1.3662,2.0478,1.88,1.96,1.95,0.5632000000000001,-0.09780000000000011,-0.16780000000000017
2022-12-16,1.2138,1.7325,1.3499,2.1109,1.82,1.925,2.025,0.37840000000000007,-0.08590000000000009,-0.29089999999999994
2022-12-19,1.1988,1.7772,1.3352,2.0632,1.83,1.72,1.93,0.28600000000000025,-0.1332000000000002,-0.23320000000000007
2022-12-20,1.1223,1.7692,1.2871,2.0974,1.9,1.615,2.055,0.3281999999999998,-0.04239999999999977,-0.19740000000000002
2022-12-21,0.8773,1.6407,1.0793,2.0541,2.0,1.665,2.04,0.4134,-0.014100000000000001,-0.05410000000000004
2022-12-22,0.7043,1.5345,0.9499,2.0131,1.8,1.905,2.095,0.47860000000000014,0.08190000000000008,-0.21310000000000007
2022-12-23,0.5474,1.5149,0.8045,1.9513,1.8,1.96,2.165,0.4364000000000001,0.2137,-0.1513
2022-12-26,0.7468,1.8973,0.981,3.7635,2.0558,3.415,2.405,1.8662,-1.3585000000000003,-1.7077
2022-12-27,0.5618,1.9531,0.8456,4.2408,5.0,2.6,2.135,2.2877,-2.1058000000000003,0.7591999999999999
2022-12-28,0.4759,2.1517,0.7522,4.1526,4.8,1.77,1.85,2.0008999999999997,-2.3025999999999995,0.6474000000000002
2022-12-29,0.4204,2.423,0.744,3.3101,3.5,1.86,1.815,0.8870999999999998,-1.4950999999999999,0.18990000000000018
2022-12-30,2.028,2.3619,2.4153,2.788,3.0,1.745,1.86,0.4260999999999999,-0.9279999999999997,0.2120000000000002
2022-12-31,,,,,,,,,,
2023-01-03,1.3946,1.6448,1.555,1.9907,1.9243,1.765,1.885,0.3458999999999999,-0.1056999999999999,-0.06640000000000001
2023-01-04,0.9156,1.4552,1.1098,1.878,1.7,1.765,1.87,0.42279999999999984,-0.007999999999999785,-0.17799999999999994
2023-01-05,0.5334,1.3597,0.7337,1.8246,1.7,1.73,1.845,0.4649000000000001,0.020399999999999974,-0.12460000000000004
2023-01-06,0.5411,1.4736,0.7191,1.9086,1.75,1.9,1.895,0.43500000000000005,-0.013600000000000056,-0.15860000000000007
2023-01-09,0.6631,1.703,0.8295,1.9881,1.85,1.99,2.075,0.2850999999999999,0.0869000000000002,-0.1380999999999999
2023-01-10,1.1313,1.9262,1.344,2.177,1.98,1.965,2.19,0.25080000000000013,0.0129999999999999,-0.19700000000000006
2023-01-11,1.4332,2.0207,1.6341,2.4348,2.3,2.005,2.16,0.4140999999999999,-0.27479999999999993,-0.13480000000000025
2023-01-12,1.4526,1.9865,1.5973,2.2488,2.2,1.96,2.065,0.2623000000000002,-0.18380000000000019,-0.048799999999999955
2023-01-13,1.2528,1.8447,1.3906,1.9845,1.95,2.17,2.21,0.13979999999999992,0.22550000000000003,-0.034499999999999975
2023-01-16,1.5821,2.1849,1.7336,2.2622,2.15,2.205,2.39,0.07730000000000015,0.12780000000000014,-0.11220000000000008
2023-01-17,1.8566,2.3221,2.093,2.4492,2.6,2.065,2.4,0.1271,-0.04919999999999991,0.15080000000000027
2023-01-18,1.9286,2.2634,2.0663,2.3737,2.6,2.005,2.385,0.11030000000000006,0.011299999999999866,0.22630000000000017
2023-01-19,1.5996,2.3543,1.7274,2.3908,2.4,1.97,2.395,0.0365000000000002,0.0041999999999999815,0.009199999999999875
2023-01-20,1.6934,1.984,1.7185,2.0059,2.0,3.495,4.32,0.02190000000000003,2.3141000000000003,-0.005900000000000016
2023-01-28,1.4245,1.8679,1.4475,1.9126,1.95,3.24,5.105,0.044700000000000184,3.1924,0.03739999999999988
2023-01-29,1.1421,1.8343,1.1937,1.894,1.854,3.515,4.895,0.059699999999999864,3.0009999999999994,-0.039999999999999813
2023-01-30,1.4306,2.0666,1.544,2.1655,2.14,4.935,4.72,0.09889999999999999,2.5544999999999995,-0.025500000000000078
2023-01-31,2.0256,2.1519,2.4254,2.2995,2.2,4.94,4.06,0.14760000000000018,1.7604999999999995,-0.09949999999999992
2023-02-01,2.1002,2.037,2.2182,2.1628,2.05,3.73,2.59,0.1257999999999999,0.4272,-0.11280000000000001
2023-02-02,1.5943,1.9107,1.7056,2.0894,2.05,2.8,2.37,0.17869999999999986,0.2806000000000002,-0.0394000000000001
2023-02-03,1.2661,1.821,1.3786,1.9136,1.9,2.23,2.135,0.09260000000000002,0.22139999999999982,-0.013600000000000056
2023-02-06,1.8124,2.0039,1.9418,2.1422,2.03,1.99,2.045,0.1383000000000001,-0.09719999999999995,-0.11220000000000008
2023-02-07,2.2791,2.1394,2.4682,2.4168,2.3,2.08,2.09,0.27739999999999965,-0.3268,-0.11680000000000001
2023-02-08,2.3707,2.2446,2.6008,2.612,2.45,2.08,2.105,0.36739999999999995,-0.5070000000000001,-0.16199999999999992
2023-02-09,2.2872,2.21,2.4237,2.4722,2.4,2.28,2.4,0.2622,-0.07220000000000004,-0.07220000000000004
2023-02-10,1.8026,1.9405,1.8826,2.0831,2.08,2.235,2.405,0.14260000000000006,0.32189999999999985,-0.0030999999999998806
2023-02-13,1.4085,1.8994,1.5111,2.0855,2.0,2.13,2.28,0.18610000000000015,0.19449999999999967,-0.08550000000000013
2023-02-14,1.558,1.9637,1.651,2.1786,2.13,2.33,2.535,0.21489999999999987,0.35640000000000027,-0.04859999999999998
2023-02-15,1.923,2.0086,2.024,2.2035,2.1,2.725,2.795,0.19490000000000007,0.5914999999999999,-0.10349999999999993
2023-02-16,2.041,2.1285,2.2404,2.2456,2.13,3.36,3.225,0.1171000000000002,0.9794,-0.11560000000000015
2023-02-17,2.1476,2.2492,2.5557,2.7224,2.5,2.8,3.11,0.47319999999999984,0.38759999999999994,-0.22239999999999993
2023-02-20,2.1512,2.1354,2.2925,2.3616,2.3,1.825,2.13,0.22619999999999996,-0.23160000000000025,-0.06160000000000032
2023-02-21,2.1769,2.1523,2.2751,2.3368,2.2007,3.005,2.995,0.18450000000000033,0.6581999999999999,-0.13610000000000033
2023-02-22,1.7398,2.1761,1.8247,2.6656,2.65,2.855,2.435,0.48950000000000005,-0.23059999999999992,-0.015600000000000058
2023-02-23,1.4264,2.1766,1.5524,2.5449,2.6,2.585,2.3,0.36830000000000007,-0.24490000000000034,0.05509999999999993
2023-02-24,1.4396,2.2584,1.5424,2.5607,2.6,2.17,2.245,0.30230000000000024,-0.3157000000000001,0.03929999999999989
2023-02-27,1.8317,2.2946,1.9384,2.6768,2.65,1.9,2.025,0.3822000000000001,-0.6518000000000002,-0.026800000000000157
2023-02-28,2.0957,2.4209,3.7102,3.0268,2.85,1.93,2.005,0.6059000000000001,-1.0218000000000003,-0.17680000000000007
2023-03-01,2.061,2.0887,2.1773,2.3005,2.12,2.195,2.265,0.2118000000000002,-0.035499999999999865,-0.18049999999999988
2023-03-02,1.5863,1.9972,1.6751,2.1843,2.2,2.8,2.59,0.18709999999999982,0.40569999999999995,0.01570000000000027
2023-03-03,1.2602,1.9245,1.358,2.0274,2.0,2.72,2.605,0.10289999999999999,0.5775999999999999,-0.02740000000000009
2023-03-06,1.2274,1.8253,1.3286,2.0487,2.0,2.095,2.285,0.22340000000000027,0.23629999999999995,-0.04870000000000019
2023-03-07,1.4229,1.8823,1.5218,2.0693,2.0,2.065,2.23,0.18700000000000006,0.16069999999999984,-0.06930000000000014
2023-03-08,1.62,1.92,1.7157,2.0836,2.0,2.065,2.3,0.1636000000000002,0.2163999999999997,-0.08360000000000012
2023-03-09,1.3805,1.933,1.4897,2.1156,2.1,1.945,2.23,0.1826000000000001,0.11439999999999984,-0.015600000000000058
2023-03-10,1.8142,2.0253,1.9025,2.1671,2.1,2.1,2.23,0.14179999999999993,0.06289999999999996,-0.06709999999999994
2023-03-13,1.6131,1.9679,1.7051,2.2331,2.2,2.365,2.34,0.2651999999999999,0.1069,-0.033099999999999685
2023-03-14,1.826,2.078,1.9141,2.3069,2.2,3.195,2.615,0.22890000000000033,0.30810000000000004,-0.1069
2023-03-15,2.1125,2.1218,2.249,2.3581,2.25,2.465,2.57,0.23629999999999995,0.21189999999999998,-0.10809999999999986
2023-03-16,2.2969,2.2066,2.445,2.3972,2.3,2.275,2.575,0.19060000000000032,0.17779999999999996,-0.0972000000000004
2023-03-17,2.2516,2.1127,2.3531,2.3629,2.3,2.12,2.58,0.2502,0.2171000000000003,-0.06289999999999996
2023-03-20,2.2852,2.1884,2.3893,2.3468,2.25,2.125,2.515,0.15839999999999987,0.16820000000000013,-0.0968
2023-03-21,2.4205,2.2271,2.5259,2.4368,2.35,2.72,2.635,0.20969999999999978,0.19819999999999993,-0.08679999999999977
2023-03-22,1.9281,2.0863,2.0271,2.3989,2.3,5.17,2.985,0.31259999999999977,0.5861000000000001,-0.09889999999999999
2023-03-23,1.5337,1.9178,1.6278,2.2062,2.2,3.8,2.705,0.2884,0.49880000000000013,-0.006199999999999761
2023-03-24,1.2697,1.6982,1.3756,1.9984,1.9,2.26,2.32,0.3002,0.3215999999999999,-0.09840000000000004
2023-03-27,1.0092,2.0561,1.1657,3.1243,2.85,1.92,2.13,1.0682,-0.9943,-0.27429999999999977
2023-03-28,1.0788,1.9933,1.2353,3.3501,3.6,1.84,2.1,1.3567999999999998,-1.2500999999999998,0.24990000000000023
2023-03-29,0.8264,2.1369,1.0244,3.4461,3.49,1.76,2.07,1.3092000000000001,-1.3761,0.04390000000000027
2023-03-30,0.7552,2.2885,1.0559,3.8828,3.1,1.76,2.065,1.5943,-1.8178,-0.7827999999999999
2023-03-31,1.8125,2.3877,2.6441,3.7081,2.7,1.89,2.085,1.3203999999999998,-1.6231,-1.0080999999999998
2023-04-03,1.2973,1.8604,1.46,2.1584,2.02,1.8,2.055,0.2979999999999998,-0.10339999999999971,-0.13839999999999986
2023-04-04,1.1288,1.8605,1.2738,2.1788,2.0,2.115,2.275,0.3182999999999998,0.09620000000000006,-0.17879999999999985
2023-04-06,1.3465,1.9679,1.5185,2.2721,2.15,2.115,2.41,0.3042,0.13790000000000013,-0.1221000000000001
